order_id,order_date,region,category,customer_age,sales,quantity,discount,profit,satisfaction
ORD-0365,2024-03-30,West,Furniture,34,177.74,8,0.1,266.86,2.8
ORD-0250,2024-09-23,West,Apparel,64,103.88,4,0.05,98.95,4.4
ORD-0062,2024-09-29,South,Furniture,33,25.47,8,0.3,4.26,4.1
ORD-0057,2024-07-20,East,Electronics,37,216.53,7,0,429.58,3.9
ORD-0034,2024-03-17,East,Electronics,27,198.23,8,0,427.93,3.2
ORD-0163,2024-10-16,East,Furniture,63,169.31,1,0.3,-9.27,4.3
ORD-0025,2024-05-12,East,Furniture,62,134.81,5,0.2,31.4,3.5
ORD-0011,2024-07-16,South,Furniture,40,,8,0.05,116.66,5.0
ORD-0054,2024-05-17,West,Electronics,18,122.54,4,0.05,122.57,4.2
ORD-0358,2024-02-18,East,Apparel,67,100.67,3,0,106.86,3.2
ORD-0221,2024-08-04,East,Grocery,55,34.86,5,0.05,41.64,5
ORD-0295,2024-06-04,West,Electronics,56,172.53,1,0.2,13.4,4.1
ORD-0119,2024-07-31,West,Apparel,,61.53,10,0.1,118.83,5
ORD-0305,2024-04-28,West,Apparel,30,73.2,2,0,42.64,3.9
ORD-0259,2024-10-30,East,Electronics,32,286.11,3,0.3,17.08,4.7
ORD-0070,2024-09-17,,Apparel,25,75.9,5,0.1,87.05,5
ORD-0020,2024-09-06,West,Grocery,48,46.94,10,0.1,83.33,4.2
ORD-0008,2024-03-18,West,Grocery,44,25.19,2,0.3,-17.07,4.8
ORD-0354,2024-04-20,West,Grocery,26,25.08,10,0.3,12.04,4.4
ORD-0322,2024-07-03,West,Grocery,31,,7,0,130.19,4.5
ORD-0104,2024-08-26,South,Grocery,42,19.11,2,0,13.33,3.8
ORD-0121,2024-03-24,East,Furniture,18,190.58,6,0.2,103.27,4.5
ORD-0300,2024-12-27,East,Furniture,23,173.24,5,0,238.74,4.5
ORD-0017,2024-07-22,West,Apparel,43,130.65,9,0.15,179.06,5
ORD-0172,2024-11-12,East,Furniture,64,75.54,5,0.05,89.43,2.6
ORD-0164,2024-01-28,East,Grocery,40,31.01,3,0.15,21.55,4.1
ORD-0367,2024-11-03,East,Grocery,23,30.25,1,0,2.1,5
ORD-0341,2024-08-22,East,Electronics,52,152.05,4,0.3,-10.46,3.7
ORD-0329,2024-10-09,West,Electronics,34,256.04,6,0,420.76,4.1
ORD-0174,2024-07-15,East,Grocery,27,32.45,2,0,23.58,4.0
ORD-0213,2024-04-21,East,Apparel,26,66.32,2,0,37.87,3.5
ORD-0047,2024-03-03,West,Grocery,18,55.44,2,0.05,37.93,3.6
ORD-0204,2024-01-21,West,Electronics,64,222.21,5,0,296.51,3.5
ORD-0350,2024-05-12,East,Apparel,27,88.79,2,0,45.04,4.1
ORD-0238,2024-01-07,West,Furniture,63,203.24,8,0,464.68,2.4
ORD-0087,2024-10-09,South,Grocery,20,52.37,8,0,131.49,4.5
ORD-0306,2024-06-08,East,Apparel,32,57.7,6,0.3,3.88,3.6
ORD-0050,2024-09-15,North,Furniture,30,159.98,1,0.05,39.85,4.1
ORD-0181,2024-05-08,North,Apparel,31,43.36,2,0,33.24,4.8
ORD-0377,2024-05-12,North,Electronics,41,318.75,9,0,808.47,4.0
ORD-0258,2024-10-26,North,Electronics,66,248.72,3,0,206.99,5.0
ORD-0094,2024-05-31,East,Apparel,57,70.54,4,0,69.82,4.2
ORD-0155,2024-08-29,North,Grocery,62,22.44,9,0.2,6.7,4.3
ORD-0069,2024-07-17,East,Furniture,31,238.13,8,0.05,419.18,4.4
ORD-0005,2024-02-19,North,Grocery,63,41.68,4,0.1,46.04,4.4
ORD-0078,2024-11-30,East,Electronics,43,282.33,8,0.15,321.91,4.7
ORD-0058,2024-11-01,West,Apparel,66,90.58,9,0,217.82,3.0
ORD-0013,2024-07-24,North,Furniture,35,231.06,3,0.2,62.3,5
ORD-0351,2024-10-28,East,Apparel,52,58.62,7,0,132.61,5
